winning_img_merchant,contactid,asin,is_index_suppressed,has_leaf_node,has_keywords,bullet_point_count,qty_website_images,has_description,idq_grade,reporting_country
15814974802,0033600001BCQTxAAP,B08C6C3XX9,0,1,1,1,9,1,B,SG
1.6248E+11,0033g00000DihMyAAJ,B08Y76VCXG,0,0,1,5,7,1,B,MY
1.77868E+11,0033g000005TI1CAAW,B09PNP2B3R,0,1,0,0,6,1,C,PH
2.51658E+11,0033g00000CxASIAA3,B08JYXMVZ2,0,1,1,0,7,1,B,SG
2.60168E+11,0033g00000DiFf2AAF,B09GVTLKZJ,0,1,0,0,1,1,E,SG
53165672202,0033600001jlwZGAAY,B09S2WSN9X,0,0,1,0,1,1,E,SG
43083548802,0033g00000uSIF1AAO,B09QM7W8GW,1,0,0,0,1,1,F,MY
1.38951E+11,0031R00002D3mnLQAR,B0865T9MTZ,0,1,1,5,7,0,B,SG
43616068802,0033600001c4KpUAAU,B085FZ2P4G,1,1,1,5,1,1,F,SG
4.25747E+11,0033g000014iWiOAAU,B09RQ1NF8Z,0,1,1,0,6,1,B,MY
2.19051E+11,0033g000008XaBBAA0,B099KVLPZZ,0,1,0,0,1,0,E,SG
1460859191,0033g00000uSzhzAAC,B09F9XGDPT,0,1,1,0,8,1,B,MY
3.79317E+11,0033g00000viydCAAQ,B09DQ19C64,0,1,0,7,6,1,B,SG
1.89949E+11,0033g000007fPWsAAM,B08FC511LX,1,0,0,0,2,0,F,SG
1.05543E+11,0031R000024SwlJQAS,9887481424,0,1,0,0,5,1,B,SG
77188992402,0031R00001w1kWBQAY,B09J26YZ8R,0,1,1,5,4,0,B,MY
2.77799E+11,0033g00000Fo8K3AAJ,B08QW25MCR,0,0,1,5,6,1,B,MY
23917323615,0033g000008nxCgAAI,B098XPL38J,0,1,1,0,1,1,C,SG
25692102005,0031R000020e7kOQAQ,B07NNKDWBM,0,0,1,5,8,1,B,SG
1.61201E+11,0031R00002HCZOIQA5,B08F4TLNL2,0,1,1,0,6,1,B,MY
2.76627E+11,0033g00000MQyanAAD,B096HCLZMM,0,1,0,0,1,0,E,MY
2.29669E+11,0033g0000099p4ZAAQ,B09QLDGWDG,0,1,0,5,8,1,B,SG
95534461202,0031R000022UYvFQAW,B07RXDVC8P,0,0,1,5,6,1,B,SG
9020296905,0031R000024FqJ2QAK,B08DFZRVT4,0,0,1,5,9,1,B,SG
1.00488E+11,0033600000XnRFrAAN,B088WRDFHZ,0,0,1,5,9,1,B,SG
2.0174E+11,0033g0000087tJbAAI,B0974CQGBP,0,1,1,5,1,1,B,SG
1.05875E+11,0031R000024tJHGQA2,B085XG5XF9,1,0,1,0,7,0,F,SG
41030841502,0033600001hxIxZAAU,B08HXBJW55,1,1,1,0,7,0,F,SG
4.325E+11,0033g000015Ob9VAAS,B09S3ZTZ5R,0,1,0,5,2,1,B,ID
2.77799E+11,0033g00000Fo8K3AAJ,B08RPBMB18,0,0,1,5,6,1,B,MY
2.37884E+11,0033g000009fZVaAAM,B08LW1P18X,1,1,1,0,8,0,F,PH
70426955102,0031R00001uN6UqQAK,B08DKGM7GC,1,1,1,1,9,1,F,SG
43616068802,0033600001c4KpUAAU,B07WFX9KN6,1,0,1,0,6,0,F,SG
1.60913E+11,0031R00002HBwMkQAL,B088GSL43P,0,1,1,0,6,0,C,MY
1.19141E+11,0033g00000FVMa9AAH,B07VXQNMML,1,1,1,5,7,1,F,SG
48964527002,0033g000015ntQzAAI,B09SD8LHPD,0,1,1,0,2,1,C,ID
76735461502,0031R000021kh9yQAA,B07QPTQV1R,0,1,1,0,9,1,B,SG
1.27532E+11,0033g00000VQKxnAAH,B09B7ZGF8P,0,1,1,5,8,0,B,SG
2.77799E+11,0033g00000Fo8K3AAJ,B08QVXYFB7,0,0,1,5,6,1,B,MY

